"PC1","PC2","PC3","PC4"
-0.805244202800376,0.569835390394089,0.0925117075981739,2.34831481800669
0.618849349416351,-0.333582600616716,-0.855557239805311,1.3811978971543
-0.122174302640908,0.18485487758081,-0.463310124206152,-1.38412710808528
0.926217525240797,1.51222371882641,1.22135946588857,1.86982892415209
-1.46118132354322,-1.0564815395225,-0.0572248427046079,-0.773439022816934
1.87814179025908,1.28106976916951,0.223863924419661,0.311442280320197
1.53500032243496,1.98117894124374,-0.423900967307708,-0.310835260204039
-0.110207601234626,-0.852059189668236,-1.03846337517487,-1.73773797234943
-0.891407773317494,1.37323957322226,1.11857933737325,0.90872672520971
-0.974698040319534,0.157034324323297,0.53989346780715,0.941138775091395
0.449973077968867,0.19296369098305,0.332038155375286,1.28673365394068
-0.225054135232416,-0.999118275593724,-0.22742133820584,1.17371631043984
0.28872228196407,1.66772494985598,-0.43847790212457,0.339024599342465
1.88870349276538,1.43785704231795,-0.407953102997291,0.503753092216128
0.574113863576401,-0.0181312504669821,0.984988086045808,0.22202451898515
0.0593902605418158,0.153344847261834,-1.1107904633002,-1.33764662539609
-0.4300641441271,-0.953933654975932,-1.02783733179655,-0.0452112705093633
0.0497436227341665,-0.849557025572066,-0.83483590876304,-0.592293457939813
-1.98466111706922,0.141267370206084,-0.281000684467382,0.461093433236808
1.62125815107384,-1.32396858101995,-1.13954057420139,-0.449571446431104
0.333005689413552,0.669823496087129,-0.598331738803704,0.252076760782551
0.676759271864447,2.16492201921769,-0.339990211709275,-0.310435542552922
0.78121649321136,0.437377084515725,-1.56907848728775,0.874671177717273
0.220066835403625,0.940963790728835,1.06827038118545,1.91982156220527
-0.51148322732517,0.399994430308261,1.39125722109354,-0.403431912984298
0.158538289573595,-0.253294431532208,-0.0553938969121104,1.72581081478577
0.123154170453299,-2.09554799372047,0.96192107711775,0.742742811400602
1.68262454319009,-0.677849342422886,1.22513082447943,0.414973575944515
0.0064379208314532,0.918487277781333,0.864286771743182,2.06767245398155
-1.7439815099825,-1.18659739508884,0.13434376703351,0.2568914002065
-1.37629130935145,-1.67196334030313,1.01114196503994,-0.442070263967371
1.31031408116283,1.1387077782881,0.766192068861826,0.460039486820022
0.512638145351645,0.0662600347437129,-0.267290819218996,-1.3079044403277
-1.80542965677808,-1.32170352444019,-0.334654032241455,-0.202106665150202
0.311163295674643,-0.164343174620978,0.521802761836553,-0.933116411920361
